,Pinophyta,Abies,LUCA,cell_ids,Dist.to.road_m,Elevation_m,MaxTemp_m,MeanTemp_m,MinTemp_m,Population_m,Precipitation_m,SolarRadiation_m,VaporPres_m,WindSp_m,Longitude,Latitude,wwf_mhtnum,wwf_mhtnam,covid,name,cov_id,tipos,geometry
0,0.0,0.0,1.0,238478,1972.68283081,3.0,28.4661110878,24.2277777778,28.5111111111,37.5467600822,127.438888889,17104.4944444,2.58333333333,3.0,-96.9774109841,20.4322927717,14.0,Mangroves,87928,MANGLAR,8891.0,Vegetacion Acuatica,POINT (-96.9774109841 20.4322927717)
1,0.0,0.0,0.0,246333,3127.06719238,2281.33333333,23.7541667091,16.2527777778,23.8,71.6443845749,86.0972222222,17713.0305556,1.0,2.00833333333,-98.631563416,18.870389801,3.0,Tropical and Subtropical Coniferous Forests,90047,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE PINO,8684.0,Agricultura de Temporal,POINT (-98.63156341600001 18.870389801)
2,0.0,0.0,1.0,242642,5363.85358887,2484.55555556,22.8141203192,14.7199074074,22.8564814815,48.7465698984,48.0185185185,18316.3217593,1.0,2.18981481481,-98.778563416,19.605389801,13.0,Deserts and Xeric Shrublands,25923,MATORRAL CRASICAULE,9815.0,Matorral Crasicaule,POINT (-98.778563416 19.605389801)
3,0.0,0.0,1.0,239726,1517.06944136,4.11111111111,28.7522727311,24.4090909091,28.8005050505,91.294216445,140.866161616,16840.8939394,2.58333333333,3.06060606061,-96.7709687192,20.1919661213,1.0,Tropical and Subtropical Moist Broadleaf Forests,41889,PASTIZAL CULTIVADO,8875.0,Pastizal Cultivado,POINT (-96.7709687192 20.1919661213)
4,1.0,0.0,1.0,239450,881.945092773,2139.33333333,23.4077778021,15.6972222222,23.5305555556,114.028204091,58.0027777778,18208.3083333,1.0,2.0,-98.337563416,20.242389801,13.0,Deserts and Xeric Shrublands,63140,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-98.33756341599999 20.242389801)
5,0.0,0.0,1.0,252662,3723.11964355,1819.0,28.1284721781,20.6342592593,28.1851851852,30.7163678275,50.2361111111,17174.1990741,1.3125,2.0,-97.700563416,17.792389801,3.0,Tropical and Subtropical Coniferous Forests,47358,PASTIZAL INDUCIDO,11153.0,Bosque de Encino,POINT (-97.70056341599999 17.792389801)
6,0.0,0.0,0.0,247399,2251.11057943,18.6666666667,31.1034723476,25.7175925926,31.1574074074,34.1266860432,118.946759259,15960.8194444,2.58333333333,2.75,-96.132563416,18.674389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40453,PASTIZAL CULTIVADO,10605.0,Pastizal Cultivado,POINT (-96.132563416 18.674389801)
7,0.0,0.0,0.0,249984,2480.15826009,932.666666667,33.2296296535,25.0486111111,33.2962962963,4.07019558218,69.224537037,17968.5092593,1.87962962963,1.51157407407,-98.778563416,18.233389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,69267,AGRICULTURA DE TEMPORAL ANUAL,10536.0,Selva Baja Caducifolia,POINT (-98.778563416 18.233389801)
8,0.0,0.0,1.0,243177,3927.51490723,911.222222222,26.0057870017,21.3888888889,25.9814814815,77.4361040327,109.453703704,16089.6388889,1.97685185185,2.0,-96.769563416,19.507389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41275,PASTIZAL CULTIVADO,9892.0,Bosque de Encino,POINT (-96.769563416 19.507389801)
9,0.0,0.0,1.0,243130,2459.56030762,2243.66666667,24.1780092584,16.8726851852,24.2546296296,14360.2918294,50.2060185185,18207.3101852,1.0,2.02777777778,-99.072563416,19.507389801,13.0,Deserts and Xeric Shrublands,119395,ZONA URBANA,9776.0,Zona Urbana,POINT (-99.07256341599999 19.507389801)
10,0.0,0.0,1.0,245395,5950.41919922,271.166666667,30.8222220959,24.712962963,30.8171296296,25.1587591701,96.1018518519,15951.2060185,2.41666666667,2.1412037037,-96.573563416,19.066389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40813,PASTIZAL CULTIVADO,10253.0,Pastizal Cultivado,POINT (-96.573563416 19.066389801)
11,0.0,0.0,1.0,237958,7925.78751953,339.555555556,27.5171296464,22.2638888889,27.5694444444,58.3926943673,150.277777778,17335.5601852,2.41435185185,1.5787037037,-97.798563416,20.536389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82929,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,7291.0,Pastizal Cultivado,POINT (-97.79856341599999 20.536389801)
12,0.0,0.0,0.0,247964,17003.1632422,4.88888888889,30.6541666411,25.5833333333,30.6828703704,8.71911423736,117.606481481,16131.0787037,2.58333333333,3.00925925926,-95.985563416,18.576389801,14.0,Mangroves,40453,PASTIZAL CULTIVADO,10015.0,Pastizal Cultivado,POINT (-95.98556341600001 18.576389801)
13,0.0,0.0,0.0,236525,4348.2565918,10.1111111111,29.055787113,24.25,29.125,39.1807860798,104.321759259,17056.8819444,2.58333333333,2.97916666667,-97.308563416,20.830389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42227,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.308563416 20.830389801)
14,0.0,0.0,1.0,247115,2932.41018555,2271.77777778,16.7466666619,11.9416666667,16.7944444444,100.853618368,94.0666666667,16413.9611111,1.00555555556,2.00277777778,-97.112563416,18.723389801,3.0,Tropical and Subtropical Coniferous Forests,69838,AGRICULTURA DE TEMPORAL ANUAL,10516.0,Bosque de Pino,POINT (-97.112563416 18.723389801)
15,0.0,0.0,1.0,234179,4348.24357096,2.44444444444,28.2930555785,24.0119047619,28.3630952381,23.8570430227,113.5,17506.3796296,2.58333333333,3.0,-97.455563416,21.320389801,14.0,Mangroves,24618,NO EMPATA,,NaN,POINT (-97.455563416 21.320389801)
16,0.0,0.0,1.0,235077,1075.71688477,117.5,29.3108796058,23.7106481481,29.3287037037,73.3041667938,112.708333333,17252.1689815,2.49074074074,2.0,-97.749563416,21.124389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42818,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.749563416 21.124389801)
17,0.0,0.0,1.0,241908,2139.07522461,2711.33333333,21.5787036949,13.6851851852,21.6319444444,76.4993452496,53.125,18327.775463,1.0,2.48842592593,-98.533563416,19.752389801,3.0,Tropical and Subtropical Coniferous Forests,119458,ZONA URBANA,9645.0,Bosque de Tascate,POINT (-98.53356341600001 19.752389801)
18,0.0,0.0,1.0,240921,3391.90634766,2771.77777778,19.2111111416,12.2546296296,19.2523148148,10.0158140659,65.8726851852,17985.2662037,1.0,2.78703703704,-98.435563416,19.948389801,3.0,Tropical and Subtropical Coniferous Forests,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-98.43556341599999 19.948389801)
19,0.0,0.0,1.0,241202,2328.95517578,305.888888889,28.1865740573,23.5694444444,28.2337962963,31.2676937739,139.460648148,16495.2662037,2.42592592593,2.85648148148,-96.671563416,19.899389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41889,PASTIZAL CULTIVADO,8875.0,Pastizal Cultivado,POINT (-96.671563416 19.899389801)
20,0.0,0.0,1.0,252969,1323.37039551,371.444444444,29.7282407549,24.4351851852,29.7615740741,50.6765899128,250.530092593,16464.5740741,2.24768518519,2.22453703704,-96.328563416,17.743389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,64680,SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.32856341599999 17.743389801)
21,0.0,0.0,1.0,242930,2277.66881836,735.777777778,27.0094907505,22.2361111111,27.0787037037,86.7223998176,108.548611111,16319.1481481,2.01388888889,2.0,-96.769563416,19.556389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,65123,SELVA BAJA CADUCIFOLIA,8875.0,Pastizal Cultivado,POINT (-96.769563416 19.556389801)
22,0.0,0.0,1.0,238724,4199.46933105,77.4444444444,28.872916694,24.1689814815,28.9328703704,159.272818565,126.259259259,16827.3217593,2.55092592593,2.16898148148,-97.259563416,20.389389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84598,AGRICULTURA DE TEMPORAL PERMANENTE,8926.0,Selva Alta Perennifolia,POINT (-97.25956341600001 20.389389801)
23,0.0,0.0,0.0,244907,1176.56854004,195.666666667,31.1543981455,24.8564814815,31.2291666667,15.0305005047,86.9537037037,16066.7800926,2.46064814815,2.59953703704,-96.524563416,19.164389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40813,PASTIZAL CULTIVADO,10153.0,Pastizal Cultivado,POINT (-96.52456341600001 19.164389801)
24,0.0,0.0,1.0,251233,2938.25968424,1756.88888889,27.2872222053,20.0666666667,27.3277777778,2.77013986508,42.5888888889,16800.85,1.31111111111,2.00277777778,-97.455563416,18.037389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,25872,MATORRAL CRASICAULE,10897.0,Selva Baja Caducifolia,POINT (-97.455563416 18.037389801)
25,0.0,0.0,1.0,253493,962.579804687,1680.55555556,28.3905555142,20.9583333333,28.4305555556,16.1696147919,55.8638888889,17382.1694444,1.36666666667,2.0,-97.847563416,17.645389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64836,SELVA BAJA CADUCIFOLIA,11156.0,Agricultura de Temporal,POINT (-97.847563416 17.645389801)
26,0.0,0.0,1.0,245876,3952.72918457,1524.11111111,24.1148148334,18.0486111111,24.1875,155.302768707,137.539351852,15941.8587963,1.53240740741,2.0,-97.063563416,18.968389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82317,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,10313.0,Bosque Mesofilo de Montana,POINT (-97.06356341599999 18.968389801)
27,0.0,0.0,1.0,247374,1266.88775879,2303.11111111,18.9300926173,13.1342592593,18.9791666667,15.309623056,45.3425925926,16910.9212963,1.0,2.0,-97.357563416,18.674389801,3.0,Tropical and Subtropical Coniferous Forests,94681,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,10487.0,Bosque de Encino,POINT (-97.357563416 18.674389801)
28,0.0,0.0,1.0,250618,3236.04540202,1688.83333333,27.7150463263,20.9560185185,27.7430555556,13.3347815673,41.4097222222,17128.3865741,1.36342592593,2.0,-97.749563416,18.135389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64890,SELVA BAJA CADUCIFOLIA,10958.0,Pastizal Cultivado,POINT (-97.749563416 18.135389801)
29,0.0,0.0,0.0,246835,6000.0,1625.88888889,28.0754630036,20.4675925926,28.1203703704,18.1927622027,67.525462963,17891.037037,1.42824074074,1.94212962963,-98.386563416,18.772389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,48300,PASTIZAL INDUCIDO,10407.0,Bosque de Encino,POINT (-98.386563416 18.772389801)
30,0.0,0.0,1.0,252414,7587.53691406,684.333333333,28.0773147919,23.1412037037,28.1435185185,17.6216306686,278.069444444,16016.8032407,1.99305555556,2.18055555556,-96.132563416,17.841389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,64682,SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.132563416 17.841389801)
31,0.0,0.0,1.0,242886,1317.66197754,2244.66666667,24.830786992,16.1666666667,24.9166666667,1084.68804593,46.1365740741,18421.2847222,1.0,2.0,-98.925563416,19.556389801,13.0,Deserts and Xeric Shrublands,63068,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,9768.0,Agricultura de Riego,POINT (-98.925563416 19.556389801)
32,0.0,0.0,1.0,246613,1744.23001302,1209.77777778,27.303703679,20.3680555556,27.3263888889,863.899331835,116.506944444,16030.4050926,1.66666666667,2.0,-97.063563416,18.821389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106586,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,10441.0,Selva Alta Perennifolia,POINT (-97.06356341599999 18.821389801)
33,0.0,0.0,0.0,249992,1104.3079541,1193.83333333,31.5861110731,24.1041666667,31.625,2.67488965061,66.6157407407,17780.2824074,1.65740740741,1.76157407407,-98.386563416,18.233389801,3.0,Tropical and Subtropical Coniferous Forests,107687,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10536.0,Selva Baja Caducifolia,POINT (-98.386563416 18.233389801)
34,0.0,0.0,1.0,253506,9665.21013672,2412.44444444,20.5927777661,14.1166666667,20.6666666667,37.899577872,47.8222222222,16637.9166667,1.0,2.61388888889,-97.210563416,17.645389801,3.0,Tropical and Subtropical Coniferous Forests,68925,AGRICULTURA DE TEMPORAL ANUAL,11267.0,Agricultura de Temporal,POINT (-97.210563416 17.645389801)
35,0.0,0.0,1.0,246878,929.705620117,49.7777777778,31.1802777608,25.6305555556,31.2861111111,27.3662157377,109.108333333,15993.6861111,2.58333333333,2.62222222222,-96.279563416,18.772389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,40453,PASTIZAL CULTIVADO,10510.0,Agricultura de Riego,POINT (-96.279563416 18.772389801)
36,0.0,0.0,1.0,242157,776.568540039,2600.44444444,21.2800925926,13.5,21.3240740741,88.4072520256,54.8055555556,18163.2268519,1.0,2.16898148148,-98.386563416,19.703389801,13.0,Deserts and Xeric Shrublands,82639,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-98.386563416 19.703389801)
37,0.0,0.0,1.0,253215,3878.97933105,1575.88888889,28.8997685379,21.3842592593,28.962962963,13.4029655457,55.9768518519,17397.7361111,1.45833333333,2.0,-97.847563416,17.694389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64836,SELVA BAJA CADUCIFOLIA,11300.0,Selva Baja Caducifolia,POINT (-97.847563416 17.694389801)
38,0.0,0.0,1.0,236273,1131.65071289,47.1111111111,29.9969443798,24.4305555556,30.025,207.635445277,95.375,17150.1833333,2.57777777778,2.0,-97.651563416,20.879389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84731,AGRICULTURA DE TEMPORAL PERMANENTE,8423.0,Agricultura de Temporal,POINT (-97.651563416 20.879389801)
39,0.0,0.0,1.0,240931,2361.05988281,1934.88888889,21.9608332846,15.2805555556,21.9916666667,418.844715648,89.7083333333,17552.4861111,1.14444444444,1.99444444444,-97.945563416,19.948389801,3.0,Tropical and Subtropical Coniferous Forests,82729,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.945563416 19.948389801)
40,0.0,0.0,1.0,246365,913.137080078,1175.66666667,27.4555556085,20.3805555556,27.4916666667,1783.24693604,116.116666667,15918.2583333,1.7,2.0,-97.063563416,18.870389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,1862,ASENTAMIENTOS HUMANOS,10313.0,Bosque Mesofilo de Montana,POINT (-97.06356341599999 18.870389801)
41,0.0,0.0,1.0,241191,1465.00473633,756.222222222,25.9460648298,21.2523148148,25.9907407407,95.0183739132,157.638888889,16587.2361111,2.01851851852,2.0,-97.210563416,19.899389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41701,PASTIZAL CULTIVADO,9098.0,Agricultura de Temporal,POINT (-97.210563416 19.899389801)
42,0.0,0.0,1.0,238214,2414.79210938,140.888888889,28.7897221936,23.7083333333,28.8111111111,273.168511709,109.727777778,17042.35,2.49444444444,2.0,-97.553563416,20.487389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85437,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,7291.0,Pastizal Cultivado,POINT (-97.553563416 20.487389801)
43,0.0,0.0,1.0,248534,9224.17083984,7.33333333333,30.9148146885,25.7083333333,30.9282407407,18.25883406,119.49537037,16077.2777778,2.58333333333,2.72916666667,-96.034563416,18.478389801,14.0,Mangroves,116819,TULAR,10715.0,Vegetacion Acuatica,POINT (-96.034563416 18.478389801)
44,0.0,0.0,1.0,240953,1762.08586426,212.111111111,28.4481481844,23.6689814815,28.5023148148,385.982091692,150.752314815,16613.7939815,2.45601851852,2.21064814815,-96.867563416,19.948389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106597,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,9433.0,Agricultura de Temporal,POINT (-96.867563416 19.948389801)
45,0.0,0.0,1.0,245134,1445.57838379,2657.66666667,19.302777776,12.1296296296,19.3564814815,253.79272906,54.4652777778,17117.4421296,1.0,2.03703703704,-97.406563416,19.115389801,13.0,Deserts and Xeric Shrublands,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-97.406563416 19.115389801)
46,0.0,0.0,1.0,239956,5302.5761556,269.222222222,27.6113426641,22.7847222222,27.6851851852,149.112008201,158.173611111,17182.4166667,2.42824074074,1.84953703704,-97.553563416,20.144389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,116182,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA PERENNIFOLIA,7291.0,Pastizal Cultivado,POINT (-97.553563416 20.144389801)
47,0.0,0.0,1.0,240944,1568.53000488,859.444444444,25.5240740158,20.5092592593,25.5486111111,199.471937921,163.157407407,16599.5162037,1.93981481481,2.0,-97.308563416,19.948389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,49800,PASTIZAL INDUCIDO,9098.0,Agricultura de Temporal,POINT (-97.308563416 19.948389801)
48,0.0,0.0,1.0,249730,1818.93240723,33.5555555556,31.2175927206,25.7685185185,31.25,74.2874566184,181.793981481,16120.5069444,2.51157407407,2.27314814815,-96.328563416,18.282389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85113,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.32856341599999 18.282389801)
49,0.0,0.0,1.0,238690,4501.05125977,2186.77777778,24.5381944621,16.6851851852,24.587962963,37.1211492221,45.5671296296,18765.4212963,1.00462962963,2.13888888889,-98.925563416,20.389389801,3.0,Tropical and Subtropical Coniferous Forests,116106,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE ENCINO-PINO,8967.0,Bosque de Encino,POINT (-98.925563416 20.389389801)
50,0.0,0.0,0.0,248782,1973.36680664,1790.33333333,26.3161110931,19.5333333333,26.3027777778,18.2338856856,54.3583333333,17272.0611111,1.33611111111,2.0,-97.994563416,18.429389801,13.0,Deserts and Xeric Shrublands,88620,PALMAR INDUCIDO,10811.0,Chaparral,POINT (-97.99456341600001 18.429389801)
51,0.0,0.0,1.0,244159,1874.0835498,1049.66666667,25.6233796323,20.1018518519,25.6828703704,159.011930678,116.689814815,16168.5347222,1.79861111111,2.0,-96.965563416,19.311389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85396,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.96556341599999 19.311389801)
52,0.0,0.0,1.0,250628,5608.16612142,1295.0,31.2493055043,22.8101851852,31.2800925926,1.5193760958,44.2638888889,16676.2152778,1.58796296296,2.0,-97.259563416,18.135389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64895,SELVA BAJA CADUCIFOLIA,10897.0,Selva Baja Caducifolia,POINT (-97.25956341600001 18.135389801)
53,0.0,0.0,1.0,248787,2132.58208008,1920.66666667,25.233611144,18.4361111111,25.3222222222,7.67671802971,52.7805555556,17109.5972222,1.24166666667,2.0,-97.749563416,18.429389801,13.0,Deserts and Xeric Shrublands,35304,CHAPARRAL,10842.0,Matorral Desertico Rosetofilo,POINT (-97.749563416 18.429389801)
54,0.0,0.0,0.0,252089,1659.0262207,1438.22222222,30.6243055088,23.2430555556,30.6782407407,4.46263156335,67.837962963,17608.2453704,1.52083333333,1.94444444444,-98.288563416,17.890389801,3.0,Tropical and Subtropical Coniferous Forests,11002,BOSQUE DE ENCINO,11185.0,Bosque de Encino,POINT (-98.288563416 17.890389801)
55,0.0,0.0,0.0,236754,1635.30322266,218.555555556,28.1601852046,22.6666666667,28.2337962963,63.8777489132,143.803240741,17459.9560185,2.41666666667,1.33333333333,-98.043563416,20.781389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84677,AGRICULTURA DE TEMPORAL PERMANENTE,8598.0,Pastizal Cultivado,POINT (-98.043563416 20.781389801)
56,0.0,0.0,0.0,251802,2259.68243164,1199.55555556,31.8296296376,24.1574074074,31.8657407407,11.7528800567,68.5023148148,17727.3634259,1.66435185185,1.74537037037,-98.435563416,17.939389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107820,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,11189.0,Pastizal Cultivado,POINT (-98.43556341599999 17.939389801)
57,0.0,0.0,1.0,246867,827.614233398,573.666666667,28.978009246,23.025462963,29.0162037037,120.821856923,179.381944444,16009.3865741,2.11342592593,2.0,-96.818563416,18.772389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105639,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,8684.0,Agricultura de Temporal,POINT (-96.818563416 18.772389801)
58,0.0,0.0,1.0,250953,3360.5678418,155.111111111,30.3347222628,25.4560185185,30.375,20.0322085876,265.513888889,16387.2476852,2.46296296296,2.11574074074,-96.328563416,18.086389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,19217,CUERPO DE AGUA,10762.0,Selva Alta Perennifolia,POINT (-96.32856341599999 18.086389801)
59,0.0,0.0,0.0,252374,2325.11193034,1213.11111111,31.6733796464,23.9861111111,31.6990740741,24.3839159807,57.5601851852,17498.3009259,1.65046296296,1.96990740741,-98.092563416,17.841389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,68964,AGRICULTURA DE TEMPORAL ANUAL,10536.0,Selva Baja Caducifolia,POINT (-98.092563416 17.841389801)
60,0.0,0.0,1.0,251247,1529.70562012,1274.11111111,29.3783332507,22.1138888889,29.4305555556,67.8318527222,221.252777778,16076.2944444,1.68333333333,2.0,-96.769563416,18.037389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105463,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.769563416 18.037389801)
61,0.0,0.0,1.0,248190,7495.99738281,1270.11111111,31.1675925122,23.4976851852,31.2268518519,26.0432732635,77.6851851852,18077.775463,1.61111111111,1.68287037037,-98.876563416,18.527389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107929,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,8684.0,Agricultura de Temporal,POINT (-98.876563416 18.527389801)
62,0.0,0.0,0.0,250307,1139.14834473,1372.22222222,30.3414351675,23.3148148148,30.3958333333,23.5324060122,31.125,17301.4537037,1.50694444444,2.0,-97.896563416,18.184389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,47749,PASTIZAL INDUCIDO,10946.0,Pastizal Cultivado,POINT (-97.89656341600001 18.184389801)
63,0.0,0.0,0.0,252096,3783.78353516,1709.55555556,29.2638888889,21.5805555556,29.3416666667,16.8049636947,54.65,17221.375,1.38333333333,2.0,-97.945563416,17.890389801,3.0,Tropical and Subtropical Coniferous Forests,94396,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,11209.0,Bosque de Encino,POINT (-97.945563416 17.890389801)
64,0.0,0.0,1.0,245630,5531.004375,1973.66666667,20.0133333286,14.2666666667,20.0583333333,192.668933614,107.238888889,16147.4666667,1.21111111111,2.0,-97.112563416,19.017389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82317,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.112563416 19.017389801)
65,0.0,0.0,0.0,249429,1031.17087402,41.8888888889,31.1532408617,25.7893518519,31.087962963,77.7556787067,139.439814815,15964.0578704,2.5625,2.49305555556,-96.181563416,18.331389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,39759,PASTIZAL CULTIVADO,8684.0,Agricultura de Temporal,POINT (-96.181563416 18.331389801)
66,0.0,0.0,1.0,243656,1550.80942383,2343.88888889,22.6884259824,14.4837962963,22.7893518519,20.0132796499,35.3009259259,17387.037037,1.0,2.0,-97.455563416,19.409389801,13.0,Deserts and Xeric Shrublands,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-97.455563416 19.409389801)
67,0.0,0.0,1.0,244870,1332.89902344,2209.77777778,25.3125001378,16.4611111111,25.2833333333,449.761540731,66.9416666667,17962.4527778,1.0,2.0,-98.337563416,19.164389801,3.0,Tropical and Subtropical Coniferous Forests,2033,ASENTAMIENTOS HUMANOS,8684.0,Agricultura de Temporal,POINT (-98.33756341599999 19.164389801)
68,1.0,0.0,1.0,254055,1211.65071289,2408.44444444,21.4238426244,14.8078703704,21.4583333333,16.9558429321,54.5277777778,16886.8611111,1.0,2.4537037037,-97.406563416,17.547389801,3.0,Tropical and Subtropical Coniferous Forests,94237,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,11151.0,Agricultura de Temporal,POINT (-97.406563416 17.547389801)
69,0.0,0.0,0.0,242177,2833.15573242,2910.55555556,17.7789352095,11.4050925926,17.8171296296,18.6388938268,85.2615740741,17124.2986111,1.0,2.36574074074,-97.406563416,19.703389801,3.0,Tropical and Subtropical Coniferous Forests,49495,PASTIZAL INDUCIDO,9642.0,Pastizal Cultivado,POINT (-97.406563416 19.703389801)
70,0.0,0.0,0.0,237710,2153.02134766,367.444444444,26.692592559,21.662037037,26.7268518519,77.9593894747,168.826388889,17543.837963,2.36805555556,1.33333333333,-97.994563416,20.585389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105734,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,8739.0,Selva Alta Perennifolia,POINT (-97.99456341600001 20.585389801)
71,0.0,0.0,1.0,248237,1318.71546387,160.333333333,30.6249999117,25.1828703704,30.6759259259,121.655949275,193.699074074,16043.9421296,2.47453703704,2.0,-96.573563416,18.527389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85161,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.573563416 18.527389801)
72,0.0,0.0,1.0,246097,4407.25201172,2074.66666667,24.8775463678,17.1435185185,24.912037037,200.432062467,66.6481481481,17835.4143519,1.0,2.0,-98.190563416,18.919389801,3.0,Tropical and Subtropical Coniferous Forests,19615,CUERPO DE AGUA,10344.0,Pastizal Cultivado,POINT (-98.190563416 18.919389801)
73,0.0,0.0,1.0,250034,2746.86951172,59.1666666667,31.0509257979,25.6828703704,31.1041666667,55.098546558,210.37037037,16153.5648148,2.5,2.2037037037,-96.328563416,18.233389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,105552,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,10762.0,Selva Alta Perennifolia,POINT (-96.32856341599999 18.233389801)
74,0.0,0.0,1.0,239935,6334.87729492,2579.22222222,19.6745370339,12.8171296296,19.7222222222,35.9699223836,66.2546296296,18188.4606481,1.0,2.65740740741,-98.582563416,20.144389801,3.0,Tropical and Subtropical Coniferous Forests,9000,BOSQUE DE PINO-ENCINO,9193.0,Bosque de Pino,POINT (-98.582563416 20.144389801)
